6.000000000000000000e+00,1.000000000000000000e+01,7.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,1.900000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,1.163712850356033357e+01,1.240542332114023694e+01,1.244529980377476974e+01,1.233205029433784361e+01,1.202747610244503562e+01,1.257915787182602685e+01,0.000000000000000000e+00,1.223781715018577021e-01
6.000000000000000000e+00,1.000000000000000000e+01,7.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,1.900000000000000000e+01,9.463366573537070892e+00,9.005380097468187017e+00,9.207349905477755669e+00,9.610929251290526665e+00,8.597257033330159004e+00,8.806026703290561031e+00,9.089324504114996373e+00,9.140778684016424904e+00,0.000000000000000000e+00,9.172203241240076133e-02
6.000000000000000000e+00,1.000000000000000000e+01,7.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,1.900000000000000000e+01,9.989455170008337603e+00,1.191428686393379976e+01,1.073762967391444079e+01,1.166556932478786024e+01,1.082356495925521855e+01,1.235035933909986028e+01,1.051688326772599957e+01,1.197673850927383832e+01,0.000000000000000000e+00,1.056904235676277976e-01
6.000000000000000000e+00,1.000000000000000000e+01,7.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,1.900000000000000000e+01,6.961596679733249360e+00,1.500405535584745742e+01,6.752333036872608218e+00,1.576419773386645140e+01,6.000000000000000000e+00,1.500000000000000000e+01,6.571309905535286155e+00,1.525608436323796901e+01,0.000000000000000000e+00,1.090208461179849458e-01
6.000000000000000000e+00,1.000000000000000000e+01,7.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,1.900000000000000000e+01,1.050000000000000000e+01,1.450000000000000000e+01,9.809817407700863967e+00,1.377487947394355672e+01,1.047012543328345302e+01,1.356138314913122223e+01,1.025998094699477114e+01,1.394542087435826083e+01,0.000000000000000000e+00,1.149929994513398390e-01
6.000000000000000000e+00,1.000000000000000000e+01,7.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,1.900000000000000000e+01,1.152431280003665393e+01,1.171805895851243307e+01,1.073762967391444079e+01,1.166556932478786024e+01,1.117776157804603621e+01,1.100537146859046800e+01,1.114656801733237756e+01,1.146299991729692103e+01,0.000000000000000000e+00,1.117514619064999409e-01
6.000000000000000000e+00,1.000000000000000000e+01,7.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,1.900000000000000000e+01,8.705299275146597182e+00,1.079841574065679488e+01,8.555146493177513634e+00,9.693784673581799183e+00,9.207349905477755669e+00,9.610929251290526665e+00,8.822598557933956087e+00,1.003437655517637417e+01,0.000000000000000000e+00,7.192730162379744330e-02
6.000000000000000000e+00,1.000000000000000000e+01,7.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,1.900000000000000000e+01,1.186399720709278149e+01,1.111228341686378940e+01,1.152431280003665393e+01,1.171805895851243307e+01,1.117776157804603621e+01,1.100537146859046800e+01,1.152202386172515780e+01,1.127857128132222897e+01,0.000000000000000000e+00,1.237989532126005654e-01
6.000000000000000000e+00,1.000000000000000000e+01,7.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,1.900000000000000000e+01,1.221114561800016851e+01,9.105572809000083367e+00,1.235464710601959126e+01,9.936603821711132767e+00,1.134605674118020247e+01,9.453784551389910362e+00,1.197061648839998860e+01,9.498653727367042165e+00,1.000000000000000000e+00,2.213040777487299271e-01
6.000000000000000000e+00,1.000000000000000000e+01,7.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,1.900000000000000000e+01,1.055278640450004168e+01,8.276393202250019954e+00,1.110557280900008337e+01,8.552786404500041684e+00,1.041647623225670749e+01,9.224162119599920828e+00,1.069161181525227811e+01,8.684447242116659638e+00,1.000000000000000000e+00,1.095538977024703708e-01
6.000000000000000000e+00,1.000000000000000000e+01,7.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,1.900000000000000000e+01,1.344529980377476974e+01,1.083205029433784361e+01,1.289059960754954126e+01,1.166410058867568722e+01,1.247832779077961085e+01,1.078832749825173565e+01,1.293807573403464062e+01,1.109482612708842275e+01,0.000000000000000000e+00,1.511815893865092464e-01
6.000000000000000000e+00,1.000000000000000000e+01,7.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,1.900000000000000000e+01,6.683811297328793088e+00,1.230844437874964115e+01,7.359961736603840343e+00,1.252549743644581248e+01,6.761458654934322965e+00,1.322823989031291525e+01,6.935077229622319095e+00,1.268739390183612237e+01,0.000000000000000000e+00,6.242888421613020100e-02
6.000000000000000000e+00,1.000000000000000000e+01,7.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,1.900000000000000000e+01,1.186399720709278149e+01,1.111228341686378940e+01,1.244529980377476974e+01,1.233205029433784361e+01,1.152431280003665393e+01,1.171805895851243307e+01,1.194453660363473624e+01,1.172079755657135536e+01,0.000000000000000000e+00,1.237989532126005654e-01
6.000000000000000000e+00,1.000000000000000000e+01,7.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,1.900000000000000000e+01,1.134605674118020247e+01,9.453784551389910362e+00,1.073917621016398982e+01,1.012566703251512656e+01,1.041647623225670749e+01,9.224162119599920828e+00,1.083390306120030111e+01,9.601204567834985326e+00,0.000000000000000000e+00,1.095538977024703708e-01
6.000000000000000000e+00,1.000000000000000000e+01,7.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,1.900000000000000000e+01,1.400000000000000000e+01,1.000000000000000000e+01,1.344529980377476974e+01,1.083205029433784361e+01,1.299677711380239309e+01,1.026642032103345947e+01,1.348069230585905309e+01,1.036615687179043555e+01,1.000000000000000000e+00,2.304965786638044911e-01
6.000000000000000000e+00,1.000000000000000000e+01,7.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,1.900000000000000000e+01,1.073917621016398982e+01,1.012566703251512656e+01,1.117776157804603621e+01,1.100537146859046800e+01,1.038660727119859928e+01,1.095958860595372997e+01,1.076784835313620903e+01,1.069687570235310581e+01,0.000000000000000000e+00,1.135173303316349414e-01
6.000000000000000000e+00,1.000000000000000000e+01,7.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,1.900000000000000000e+01,1.082356495925521855e+01,1.235035933909986028e+01,1.163712850356033357e+01,1.240542332114023694e+01,1.118704733234659976e+01,1.293704733234659976e+01,1.121591359838738278e+01,1.256427666419556566e+01,0.000000000000000000e+00,1.214682835621809648e-01
6.000000000000000000e+00,1.000000000000000000e+01,7.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,1.900000000000000000e+01,1.186399720709278149e+01,1.111228341686378940e+01,1.161734921969861922e+01,1.034599000611159170e+01,1.247832779077961085e+01,1.078832749825173565e+01,1.198655807252367111e+01,1.074886697374237166e+01,0.000000000000000000e+00,1.610712568571297798e-01
6.000000000000000000e+00,1.000000000000000000e+01,7.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,1.900000000000000000e+01,1.247832779077961085e+01,1.078832749825173565e+01,1.235464710601959126e+01,9.936603821711132767e+00,1.299677711380239309e+01,1.026642032103345947e+01,1.260991733686719840e+01,1.033045054699877596e+01,0.000000000000000000e+00,1.774590494486128212e-01
6.000000000000000000e+00,1.000000000000000000e+01,7.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+01,1.200000000000000000e+01,1.300000000000000000e+01,6.000000000000000000e+00,1.900000000000000000e+01,1.110557280900008337e+01,8.552786404500041684e+00,1.221114561800016851e+01,9.105572809000083367e+00,1.134605674118020247e+01,9.453784551389910362e+00,1.155425838939348715e+01,9.037381254963344546e+00,1.000000000000000000e+00,2.213040777487299271e-01
